transaction_id,customer_id,bank_id,transaction_datetime,transaction_type,channel,amount,currency,location_id,counterparty_country,beneficiary_type,description,country_risk_score,home_country_code,pep_flag,kyc_status
T0002412,C00183,B003,2025-09-23 23:12:00,International Transfer,Mobile,377.57,GBP,L005,IT,Individual,Salary,1,AU,0,Review Required
T0000785,C00131,B006,2025-09-23 23:41:00,Card,Branch,213.25,GBP,L008,US,Individual,Payment,2,IN,0,Verified
T0003801,C00178,B010,2025-09-23 23:42:00,Cash Withdrawal,ATM,1299.83,GBP,L014,BR,Individual,Purchase,3,ES,0,Verified
T0003585,C00104,B004,2025-09-23 23:56:00,Card,ATM,2423.07,GBP,L006,NL,Individual,Payment,1,AE,0,Verified
T0001105,C00287,B012,2025-09-24 00:47:00,Card,Mobile,206.95,GBP,L006,NL,Business,Invoice,1,AE,0,Verified
T0002321,C00065,B002,2025-09-24 00:48:00,International Transfer,Branch,412.46,GBP,L013,NG,Business,Purchase,5,CA,0,Verified
T0005009,C00128,B009,2025-09-24 02:36:00,International Transfer,Branch,376.96,GBP,L011,AE,Own Account,Invoice,4,HK,0,Verified
T0003754,C00051,B004,2025-09-24 03:33:00,International Transfer,Branch,1171.5,GBP,L001,GB,Individual,Invoice,1,CH,0,Verified
T0005973,C00159,B002,2025-09-24 05:48:00,Cash Deposit,Mobile,303.39,GBP,L004,ES,Own Account,Salary,1,IN,0,Verified
T0004060,C00226,B010,2025-09-24 06:19:00,Transfer,Branch,343.54,GBP,L006,NL,Individual,Cash,1,TR,0,Verified
T0001657,C00169,B006,2025-09-24 06:48:00,Card,Branch,3600.12,GBP,L004,ES,Individual,Cash,1,AE,0,Verified
T0002456,C00016,B009,2025-09-24 08:03:00,Transfer,Mobile,705.88,GBP,L019,IN,Own Account,Salary,3,NG,0,Verified
T0005955,C00229,B004,2025-09-24 08:32:00,Card,Branch,165.14,GBP,L003,DE,Own Account,Transfer,1,IT,0,Verified
T0004778,C00266,B001,2025-09-24 08:52:00,Card,Branch,783.04,GBP,L014,BR,Individual,Payment,3,IT,0,Verified
T0001525,C00060,B002,2025-09-24 09:03:00,Cash Deposit,Online,2921.07,GBP,L020,ZA,Own Account,Payment,3,SG,0,Review Required
T0000239,C00022,B003,2025-09-24 09:10:00,Card,ATM,802.36,GBP,L020,ZA,Individual,Invoice,3,PL,0,Verified
T0001285,C00245,B012,2025-09-24 10:01:00,Card,Branch,692.62,GBP,L015,SG,Own Account,Transfer,2,US,0,Verified
T0002976,C00013,B002,2025-09-24 11:01:00,Transfer,Mobile,458.33,GBP,L002,FR,Own Account,Cash,1,PL,0,Verified
T0003411,C00178,B011,2025-09-24 11:38:00,Card,Online,898.58,GBP,L009,CA,Own Account,Cash,2,ES,0,Verified
T0002758,C00129,B005,2025-09-24 13:06:00,Cash Deposit,Mobile,1320.18,GBP,L020,ZA,Business,Cash,3,BR,0,Verified
T0004699,C00148,B008,2025-09-24 13:54:00,International Transfer,Online,1793.26,GBP,L012,TR,Own Account,Payment,4,NL,0,Verified
T0000591,C00207,B009,2025-09-24 15:32:00,Card,ATM,775.06,GBP,L011,AE,Individual,Purchase,4,HK,0,Verified
T0004751,C00285,B004,2025-09-24 15:37:00,Card,ATM,2340.85,GBP,L017,CH,Individual,Salary,2,IN,0,Verified
T0001437,C00266,B011,2025-09-25 00:16:00,Transfer,Online,510.96,GBP,L008,US,Individual,Purchase,2,IT,0,Verified
T0004465,C00125,B006,2025-09-25 01:09:00,Cash Deposit,ATM,1226.8,GBP,L005,IT,Individual,Purchase,1,US,0,Verified
T0005621,C00278,B005,2025-09-25 01:17:00,Cash Withdrawal,Online,5307.26,GBP,L016,HK,Individual,Cash,3,DE,0,Verified
T0004059,C00056,B010,2025-09-25 02:28:00,Transfer,Online,304.21,GBP,L002,FR,Own Account,Invoice,1,IT,0,Verified
T0005411,C00142,B006,2025-09-25 03:45:00,Card,Branch,1000.92,GBP,L009,CA,Individual,Payment,2,PL,0,Verified
T0005083,C00243,B005,2025-09-25 03:51:00,Card,Branch,309.98,GBP,L007,IE,Own Account,Transfer,1,CH,0,Verified
T0005466,C00044,B004,2025-09-25 07:13:00,International Transfer,Mobile,1762.11,GBP,L018,PL,Business,Transfer,2,PL,0,Review Required
T0002611,C00260,B007,2025-09-25 08:21:00,Cash Deposit,Branch,502.38,GBP,L016,HK,Individual,Invoice,3,IN,0,Verified
T0004926,C00060,B012,2025-09-25 08:24:00,Transfer,Mobile,4324.83,GBP,L014,BR,Business,Transfer,3,SG,0,Review Required
T0001688,C00285,B006,2025-09-25 09:55:00,Transfer,Branch,581.11,GBP,L020,ZA,Own Account,Cash,3,IN,0,Verified
T0004341,C00245,B005,2025-09-25 10:01:00,Cash Deposit,Online,6442.71,GBP,L006,NL,Individual,Purchase,1,US,0,Verified
T0004580,C00062,B011,2025-09-25 12:38:00,Transfer,Mobile,975.55,GBP,L017,CH,Individual,Payment,2,ES,0,Verified
T0003944,C00170,B001,2025-09-25 13:00:00,Card,Branch,358.09,GBP,L009,CA,Individual,Invoice,2,HK,0,Verified
T0004701,C00236,B009,2025-09-25 14:42:00,International Transfer,ATM,1417.33,GBP,L002,FR,Individual,Payment,1,HK,0,Verified
T0005495,C00264,B004,2025-09-25 17:23:00,Cash Withdrawal,Online,3964.61,GBP,L009,CA,Individual,Payment,2,IN,1,Verified
T0004805,C00272,B012,2025-09-25 17:45:00,Card,Branch,714.7,GBP,L007,IE,Individual,Transfer,1,ZA,0,Verified
T0004433,C00259,B005,2025-09-25 18:35:00,Cash Deposit,ATM,3250.63,GBP,L007,IE,Individual,Salary,1,SG,0,Verified
T0002085,C00041,B007,2025-09-25 19:40:00,Cash Withdrawal,Online,1821.97,GBP,L014,BR,Individual,Payment,3,AE,0,Verified
T0005587,C00249,B002,2025-09-25 21:24:00,Transfer,Mobile,1257.59,GBP,L005,IT,Business,Transfer,1,PL,1,Verified
T0003793,C00115,B005,2025-09-26 01:14:00,Card,Online,376.27,GBP,L004,ES,Individual,Cash,1,NL,0,Verified
T0004585,C00167,B011,2025-09-26 03:28:00,Card,Mobile,192.8,GBP,L013,NG,Business,Cash,5,SG,0,Verified
T0000093,C00284,B004,2025-09-26 04:11:00,Transfer,Mobile,302.12,GBP,L006,NL,Own Account,Purchase,1,NG,0,Verified
T0000986,C00041,B007,2025-09-26 04:21:00,Card,Branch,1125.69,GBP,L004,ES,Individual,Purchase,1,AE,0,Verified
T0003450,C00013,B006,2025-09-26 05:16:00,Card,ATM,162.86,GBP,L003,DE,Business,Cash,1,PL,0,Verified
T0004036,C00285,B005,2025-09-26 06:11:00,Transfer,Mobile,924.08,GBP,L011,AE,Business,Purchase,4,IN,0,Verified
T0000004,C00113,B008,2025-09-26 07:44:00,Card,ATM,1405.37,GBP,L011,AE,Individual,Purchase,4,PL,0,Verified
T0001588,C00300,B002,2025-09-26 08:12:00,Transfer,Mobile,476.09,GBP,L002,FR,Individual,Purchase,1,IT,0,Verified
T0003058,C00267,B012,2025-09-26 08:16:00,Cash Deposit,Branch,1544.78,GBP,L004,ES,Business,Cash,1,HK,0,Verified
T0001736,C00268,B011,2025-09-26 09:09:00,Card,Online,141.42,GBP,L014,BR,Individual,Invoice,3,US,0,Verified
T0002261,C00105,B006,2025-09-26 09:28:00,Card,ATM,473.04,GBP,L012,TR,Business,Transfer,4,US,0,Verified
T0004063,C00249,B002,2025-09-26 09:57:00,International Transfer,Online,476.99,GBP,L001,GB,Own Account,Invoice,1,PL,1,Verified
T0001474,C00196,B007,2025-09-26 14:59:00,Card,Online,767.64,GBP,L014,BR,Own Account,Salary,3,AU,0,Verified
T0005001,C00257,B009,2025-09-26 15:46:00,Card,ATM,2031.78,GBP,L005,IT,Individual,Payment,1,IT,0,Verified
T0001787,C00181,B012,2025-09-26 21:25:00,Transfer,Online,792.43,GBP,L005,IT,Business,Transfer,1,ZA,0,Verified
T0002922,C00225,B001,2025-09-26 22:59:00,Card,Mobile,707.24,GBP,L011,AE,Own Account,Payment,4,IE,0,Verified
T0004867,C00041,B006,2025-09-26 23:00:00,Transfer,ATM,883.8,GBP,L018,PL,Business,Payment,2,AE,0,Verified
T0001831,C00083,B004,2025-09-27 00:03:00,Card,Branch,255.38,GBP,L014,BR,Individual,Purchase,3,BR,0,Verified
T0001041,C00036,B002,2025-09-27 01:55:00,Transfer,Branch,1087.42,GBP,L016,HK,Business,Invoice,3,FR,0,Verified
T0002158,C00215,B009,2025-09-27 03:37:00,Cash Deposit,Online,1522.42,GBP,L004,ES,Individual,Payment,1,DE,0,Review Required
T0006147,C00263,B002,2025-09-27 04:27:00,Transfer,Online,4170.23,GBP,L018,PL,Individual,Transfer,2,CH,0,Verified
T0005193,C00108,B004,2025-09-27 04:33:00,Card,Mobile,787.01,GBP,L017,CH,Business,Cash,2,IN,0,Verified
T0006148,C00263,B002,2025-09-27 04:34:00,Transfer,Online,2213.64,GBP,L005,IT,Individual,Transfer,1,CH,0,Verified
T0006149,C00263,B002,2025-09-27 04:41:00,Transfer,Online,2758.04,GBP,L001,GB,Individual,Transfer,1,CH,0,Verified
T0006150,C00263,B002,2025-09-27 04:48:00,Transfer,Online,3967.76,GBP,L015,SG,Individual,Transfer,2,CH,0,Verified
T0006151,C00263,B002,2025-09-27 04:55:00,Transfer,Online,3297.5,GBP,L006,NL,Individual,Transfer,1,CH,0,Verified
T0001272,C00082,B007,2025-09-27 05:00:00,Card,ATM,315.25,GBP,L014,BR,Business,Invoice,3,CH,0,Verified
T0006152,C00263,B002,2025-09-27 05:02:00,Transfer,Online,4737.35,GBP,L006,NL,Individual,Transfer,1,CH,0,Verified
T0001672,C00240,B004,2025-09-27 05:08:00,Transfer,Branch,362.63,GBP,L008,US,Own Account,Transfer,2,SG,0,Verified
T0006153,C00263,B002,2025-09-27 05:09:00,Transfer,Online,5598.3,GBP,L018,PL,Individual,Transfer,2,CH,0,Verified
T0006154,C00263,B002,2025-09-27 05:16:00,Transfer,Online,5646.16,GBP,L009,CA,Individual,Transfer,2,CH,0,Verified
T0006155,C00263,B002,2025-09-27 05:23:00,Transfer,Online,5910.05,GBP,L018,PL,Individual,Transfer,2,CH,0,Verified
T0004675,C00156,B007,2025-09-27 05:27:00,Cash Deposit,ATM,6132.88,GBP,L012,TR,Own Account,Invoice,4,DE,0,Verified
T0006156,C00263,B002,2025-09-27 05:30:00,Transfer,Online,2443.56,GBP,L015,SG,Individual,Transfer,2,CH,0,Verified
T0006157,C00263,B002,2025-09-27 05:37:00,Transfer,Online,2243.19,GBP,L007,IE,Individual,Transfer,1,CH,0,Verified
T0006158,C00263,B002,2025-09-27 05:44:00,Transfer,Online,4564.35,GBP,L005,IT,Individual,Transfer,1,CH,0,Verified
T0006159,C00263,B002,2025-09-27 05:51:00,Transfer,Online,1895.27,GBP,L013,NG,Individual,Transfer,5,CH,0,Verified
T0006160,C00263,B002,2025-09-27 05:58:00,Transfer,Online,5023.8,GBP,L013,NG,Individual,Transfer,5,CH,0,Verified
T0004918,C00004,B005,2025-09-27 06:04:00,Card,ATM,2606.69,GBP,L020,ZA,Individual,Transfer,3,IT,0,Verified
T0006161,C00263,B002,2025-09-27 06:05:00,Transfer,Online,4328.13,GBP,L017,CH,Individual,Transfer,2,CH,0,Verified
T0006074,C00100,B009,2025-09-27 07:40:00,International Transfer,Online,19368.57,GBP,L011,AE,Business,International Transfer,4,SG,0,Verified
T0004251,C00119,B004,2025-09-27 09:31:00,Card,Branch,1112.19,GBP,L013,NG,Own Account,Salary,5,FR,0,Verified
T0006075,C00100,B009,2025-09-27 09:40:00,International Transfer,Online,31604.16,GBP,L012,TR,Business,International Transfer,4,SG,0,Verified
T0006076,C00100,B009,2025-09-27 11:40:00,International Transfer,Online,30620.04,GBP,L013,NG,Business,International Transfer,5,SG,0,Verified
T0000036,C00215,B005,2025-09-27 13:21:00,Cash Withdrawal,Online,757.49,GBP,L015,SG,Own Account,Transfer,2,DE,0,Review Required
T0006077,C00100,B009,2025-09-27 13:40:00,International Transfer,Online,18715.97,GBP,L011,AE,Business,International Transfer,4,SG,0,Verified
T0006078,C00100,B009,2025-09-27 15:40:00,International Transfer,Online,28216.31,GBP,L011,AE,Business,International Transfer,4,SG,0,Verified
T0003940,C00223,B007,2025-09-27 16:03:00,Card,Branch,2634.76,GBP,L003,DE,Own Account,Cash,1,PL,0,Verified
T0004020,C00188,B001,2025-09-27 16:24:00,Transfer,Mobile,1203.8,GBP,L014,BR,Business,Salary,3,IT,0,Verified
T0005044,C00026,B006,2025-09-27 17:04:00,Card,ATM,32.69,GBP,L002,FR,Own Account,Purchase,1,IT,0,Review Required
T0001543,C00116,B008,2025-09-27 17:30:00,Card,Mobile,340.83,GBP,L007,IE,Business,Transfer,1,AE,0,Verified
T0002737,C00170,B004,2025-09-27 17:43:00,Transfer,Branch,427.2,GBP,L005,IT,Own Account,Salary,1,HK,0,Verified
T0000580,C00242,B005,2025-09-27 18:31:00,Card,Branch,2025.9,GBP,L018,PL,Business,Payment,2,AE,0,Verified
T0005881,C00084,B008,2025-09-27 18:42:00,Card,Branch,556.6,GBP,L007,IE,Own Account,Payment,1,DE,0,Verified
T0002371,C00139,B003,2025-09-27 21:55:00,International Transfer,ATM,212.09,GBP,L003,DE,Individual,Purchase,1,IN,0,Verified
T0002912,C00073,B004,2025-09-27 22:43:00,Card,Branch,2264.99,GBP,L006,NL,Individual,Salary,1,NL,0,Verified
T0002379,C00284,B002,2025-09-27 23:09:00,Card,ATM,832.32,GBP,L015,SG,Own Account,Salary,2,NG,0,Verified
T0000347,C00151,B002,2025-09-28 00:23:00,Cash Deposit,Branch,269.57,GBP,L014,BR,Individual,Cash,3,US,0,Verified
T0001445,C00167,B011,2025-09-28 01:14:00,Card,Online,116.91,GBP,L007,IE,Own Account,Salary,1,SG,0,Verified
T0002204,C00114,B001,2025-09-28 01:32:00,Cash Deposit,ATM,4314.42,GBP,L003,DE,Own Account,Transfer,1,GB,0,Verified
T0001039,C00119,B006,2025-09-28 05:12:00,Card,Branch,299.08,GBP,L017,CH,Individual,Purchase,2,FR,0,Verified
T0002877,C00179,B012,2025-09-28 05:34:00,Cash Deposit,Mobile,484.92,GBP,L015,SG,Individual,Transfer,2,AU,0,Verified
T0003383,C00042,B005,2025-09-28 05:51:00,Cash Deposit,Online,8727.94,GBP,L003,DE,Individual,Invoice,1,PL,0,Verified
T0004649,C00253,B010,2025-09-28 07:24:00,Card,Mobile,3510.79,GBP,L002,FR,Business,Invoice,1,PL,0,Verified
T0002163,C00196,B007,2025-09-28 07:28:00,International Transfer,Online,2851.07,GBP,L010,AU,Individual,Salary,2,AU,0,Verified
T0003946,C00129,B006,2025-09-28 09:39:00,Cash Deposit,Branch,1482.47,GBP,L016,HK,Own Account,Transfer,3,BR,0,Verified
T0005259,C00254,B001,2025-09-28 10:23:00,International Transfer,Online,2733.65,GBP,L012,TR,Own Account,Invoice,4,BR,0,Verified
T0004508,C00027,B006,2025-09-28 12:32:00,International Transfer,Online,375.21,GBP,L001,GB,Business,Invoice,1,CH,0,Verified
T0005934,C00139,B002,2025-09-28 15:55:00,Card,Mobile,2480.16,GBP,L013,NG,Individual,Cash,5,IN,0,Verified
T0001644,C00013,B005,2025-09-28 16:52:00,Transfer,Mobile,1277.65,GBP,L006,NL,Business,Payment,1,PL,0,Verified
T0004970,C00194,B001,2025-09-28 18:44:00,Card,Mobile,218.55,GBP,L006,NL,Business,Purchase,1,DE,0,Verified
T0001441,C00227,B012,2025-09-29 00:52:00,Card,Online,1702.39,GBP,L012,TR,Business,Payment,4,IE,0,Verified
T0004526,C00168,B003,2025-09-29 00:55:00,Cash Withdrawal,Branch,1079.97,GBP,L019,IN,Own Account,Salary,3,HK,0,Verified
T0000855,C00194,B012,2025-09-29 02:44:00,Cash Deposit,Online,304.26,GBP,L015,SG,Business,Purchase,2,DE,0,Verified
T0002593,C00081,B002,2025-09-29 03:35:00,Card,ATM,741.9,GBP,L014,BR,Individual,Cash,3,BR,0,Verified
T0001528,C00090,B003,2025-09-29 06:03:00,Transfer,Branch,160.89,GBP,L013,NG,Business,Transfer,5,SG,0,Verified
T0000132,C00025,B001,2025-09-29 08:42:00,Card,Branch,87.02,GBP,L007,IE,Business,Cash,1,CH,0,Verified
T0005507,C00112,B010,2025-09-29 11:00:00,Card,Mobile,3934.83,GBP,L005,IT,Own Account,Payment,1,NG,0,Review Required
T0000683,C00263,B003,2025-09-29 11:29:00,Cash Deposit,ATM,1237.03,GBP,L013,NG,Own Account,Cash,5,CH,0,Verified
T0001418,C00016,B005,2025-09-29 12:42:00,Card,Branch,3344.94,GBP,L019,IN,Individual,Invoice,3,NG,0,Verified
T0005135,C00146,B007,2025-09-29 16:33:00,Transfer,Branch,484.51,GBP,L008,US,Individual,Payment,2,FR,0,Verified
T0002723,C00292,B009,2025-09-29 17:54:00,Transfer,Online,340.65,GBP,L010,AU,Individual,Purchase,2,ZA,0,Verified
T0004750,C00293,B011,2025-09-29 20:19:00,Card,Branch,2311.03,GBP,L017,CH,Individual,Invoice,2,IT,0,Verified
T0000055,C00281,B012,2025-09-29 22:07:00,Card,Mobile,686.06,GBP,L001,GB,Business,Transfer,1,AU,0,Verified
T0005537,C00116,B001,2025-09-29 22:53:00,Transfer,Mobile,2808.4,GBP,L006,NL,Business,Transfer,1,AE,0,Verified
T0005460,C00169,B003,2025-09-30 02:09:00,Transfer,Online,2437.64,GBP,L013,NG,Individual,Payment,5,AE,0,Verified
T0000684,C00030,B009,2025-09-30 02:28:00,International Transfer,ATM,5812.34,GBP,L013,NG,Own Account,Payment,5,PL,0,Verified
T0002738,C00150,B006,2025-09-30 02:41:00,Card,Mobile,268.63,GBP,L004,ES,Own Account,Transfer,1,FR,0,Verified
T0001049,C00022,B009,2025-09-30 04:04:00,Transfer,ATM,2458.93,GBP,L004,ES,Individual,Cash,1,PL,0,Verified
T0002917,C00116,B002,2025-09-30 05:11:00,Card,Online,464.64,GBP,L012,TR,Business,Invoice,4,AE,0,Verified
T0004947,C00030,B009,2025-09-30 05:32:00,Transfer,Mobile,484.7,GBP,L014,BR,Individual,Purchase,3,PL,0,Verified
T0003274,C00032,B003,2025-09-30 05:42:00,Card,Mobile,398.49,GBP,L004,ES,Individual,Payment,1,PL,0,Verified
T0004066,C00272,B001,2025-09-30 08:00:00,Cash Withdrawal,Online,132.42,GBP,L015,SG,Individual,Salary,2,ZA,0,Verified
T0003154,C00199,B002,2025-09-30 08:12:00,Card,Mobile,6751.91,GBP,L001,GB,Business,Payment,1,ZA,0,Verified
T0003893,C00224,B001,2025-09-30 10:35:00,International Transfer,Mobile,561.69,GBP,L006,NL,Own Account,Payment,1,HK,0,Verified
T0002144,C00162,B005,2025-09-30 11:48:00,International Transfer,Online,1557.7,GBP,L006,NL,Business,Cash,1,SG,0,Verified
T0004995,C00208,B009,2025-09-30 11:57:00,International Transfer,Online,3977.67,GBP,L015,SG,Own Account,Cash,2,TR,0,Verified
T0002779,C00041,B004,2025-09-30 13:17:00,International Transfer,ATM,2034.8,GBP,L014,BR,Business,Cash,3,AE,0,Verified
T0001092,C00206,B006,2025-09-30 15:36:00,Card,Mobile,774.78,GBP,L004,ES,Business,Cash,1,NG,0,Verified
T0000392,C00286,B003,2025-09-30 16:41:00,Card,ATM,899.38,GBP,L014,BR,Business,Cash,3,IT,0,Verified
T0001576,C00261,B007,2025-09-30 17:26:00,Card,Branch,1211.49,GBP,L008,US,Business,Payment,2,ZA,0,Verified
T0000197,C00113,B008,2025-09-30 18:05:00,Card,Online,695.71,GBP,L003,DE,Business,Cash,1,PL,0,Verified
T0002642,C00111,B004,2025-09-30 21:40:00,Card,Online,3004.1,GBP,L011,AE,Business,Payment,4,BR,0,Verified
T0005272,C00163,B003,2025-09-30 22:41:00,Cash Withdrawal,Online,848.69,GBP,L002,FR,Business,Purchase,1,CH,0,Verified
T0001299,C00042,B002,2025-09-30 23:02:00,Cash Deposit,Mobile,721.53,GBP,L014,BR,Individual,Invoice,3,PL,0,Verified
T0005503,C00121,B006,2025-09-30 23:23:00,Card,Online,1807.9,GBP,L003,DE,Individual,Invoice,1,IN,0,Verified
T0000205,C00073,B010,2025-10-01 00:23:00,Card,ATM,1795.09,GBP,L012,TR,Individual,Purchase,4,NL,0,Verified
T0000852,C00039,B007,2025-10-01 00:56:00,Card,Branch,266.16,GBP,L017,CH,Own Account,Purchase,2,BR,0,Verified
T0002400,C00269,B009,2025-10-01 01:13:00,Cash Deposit,Branch,347.02,GBP,L013,NG,Business,Invoice,5,FR,1,Verified
T0002878,C00220,B005,2025-10-01 02:27:00,Card,Online,127.49,GBP,L019,IN,Own Account,Payment,3,SG,0,Verified
T0002697,C00038,B005,2025-10-01 02:49:00,Cash Withdrawal,ATM,2172.32,GBP,L017,CH,Business,Purchase,2,US,0,Verified
T0005261,C00272,B006,2025-10-01 03:45:00,Transfer,Online,418.55,GBP,L014,BR,Individual,Purchase,3,ZA,0,Verified
T0003531,C00083,B012,2025-10-01 05:17:00,Card,ATM,425.83,GBP,L008,US,Individual,Payment,2,BR,0,Verified
T0004354,C00113,B011,2025-10-01 09:28:00,International Transfer,Branch,1152.72,GBP,L015,SG,Individual,Purchase,2,PL,0,Verified
T0000320,C00124,B005,2025-10-01 10:45:00,Cash Withdrawal,Mobile,330.14,GBP,L014,BR,Own Account,Transfer,3,NG,0,Verified
T0004003,C00117,B005,2025-10-01 11:01:00,Card,Online,632.71,GBP,L005,IT,Business,Cash,1,BR,0,Verified
T0004566,C00217,B011,2025-10-01 12:59:00,Card,Online,1195.9,GBP,L013,NG,Individual,Cash,5,ES,0,Verified
T0005188,C00212,B008,2025-10-01 16:06:00,Cash Withdrawal,Online,3262.38,GBP,L007,IE,Individual,Invoice,1,PL,0,Verified
T0003370,C00116,B009,2025-10-01 19:16:00,Cash Withdrawal,ATM,217.02,GBP,L011,AE,Business,Payment,4,AE,0,Verified
T0004651,C00008,B006,2025-10-01 19:41:00,Card,ATM,1799.44,GBP,L015,SG,Individual,Payment,2,TR,0,Verified
T0000085,C00061,B007,2025-10-01 20:19:00,Transfer,Mobile,5166.61,GBP,L011,AE,Own Account,Invoice,4,CH,0,Verified
T0002717,C00209,B002,2025-10-01 20:37:00,Card,Branch,848.77,GBP,L010,AU,Individual,Cash,2,IT,0,Verified
T0005677,C00146,B011,2025-10-01 22:02:00,International Transfer,Online,1529.33,GBP,L005,IT,Own Account,Salary,1,FR,0,Verified
T0001233,C00299,B009,2025-10-02 01:04:00,Card,Online,2581.08,GBP,L019,IN,Individual,Cash,3,AE,0,Verified
T0003668,C00138,B009,2025-10-02 01:26:00,Cash Deposit,Mobile,455.34,GBP,L020,ZA,Individual,Transfer,3,DE,0,Verified
T0005051,C00042,B007,2025-10-02 02:29:00,Card,Online,322.88,GBP,L012,TR,Business,Invoice,4,PL,0,Verified
T0002110,C00273,B005,2025-10-02 05:15:00,Card,Mobile,150.98,GBP,L013,NG,Business,Salary,5,ES,0,Verified
T0001464,C00090,B005,2025-10-02 06:04:00,Cash Withdrawal,Mobile,106.6,GBP,L002,FR,Own Account,Salary,1,SG,0,Verified
T0003032,C00191,B002,2025-10-02 08:14:00,Card,Mobile,925.54,GBP,L018,PL,Own Account,Invoice,2,IT,1,Verified
T0004098,C00053,B008,2025-10-02 08:37:00,Transfer,Branch,686.99,GBP,L004,ES,Own Account,Salary,1,IN,0,Verified
T0001187,C00057,B005,2025-10-02 10:15:00,Transfer,ATM,3225.3,GBP,L016,HK,Own Account,Transfer,3,DE,0,Review Required
T0005323,C00153,B005,2025-10-02 11:20:00,Card,Branch,1561.48,GBP,L004,ES,Business,Cash,1,SG,0,Verified
T0004425,C00029,B002,2025-10-02 11:37:00,Transfer,ATM,409.02,GBP,L012,TR,Business,Cash,4,IN,0,Verified
T0005218,C00218,B009,2025-10-02 12:11:00,Card,Online,1843.19,GBP,L004,ES,Own Account,Purchase,1,TR,0,Verified
T0004001,C00297,B004,2025-10-02 12:22:00,Transfer,Online,12906.11,GBP,L006,NL,Individual,Purchase,1,HK,0,Verified
T0002867,C00159,B011,2025-10-02 13:14:00,Card,Online,1027.77,GBP,L016,HK,Business,Payment,3,IN,0,Verified
T0004432,C00159,B003,2025-10-02 13:46:00,Transfer,Branch,1291.6,GBP,L012,TR,Individual,Salary,4,IN,0,Verified
T0002294,C00073,B009,2025-10-02 15:31:00,Card,Online,3105.01,GBP,L017,CH,Individual,Salary,2,NL,0,Verified
T0002425,C00220,B008,2025-10-02 16:08:00,Card,Online,4200.14,GBP,L017,CH,Own Account,Purchase,2,SG,0,Verified
T0002366,C00135,B010,2025-10-02 16:46:00,Card,Online,2078.7,GBP,L020,ZA,Own Account,Transfer,3,ZA,0,Verified
T0004573,C00164,B008,2025-10-02 18:14:00,Transfer,ATM,1466.13,GBP,L019,IN,Business,Transfer,3,BR,0,Verified
T0000630,C00180,B004,2025-10-02 20:43:00,Card,Online,1662.26,GBP,L009,CA,Individual,Salary,2,HK,0,Verified
T0005891,C00282,B005,2025-10-02 21:09:00,Card,Online,1522.14,GBP,L016,HK,Own Account,Payment,3,DE,0,Verified
T0001449,C00028,B009,2025-10-02 21:36:00,Cash Deposit,Mobile,136.65,GBP,L012,TR,Own Account,Transfer,4,ES,0,Verified
T0000623,C00189,B011,2025-10-02 21:55:00,International Transfer,Mobile,315.32,GBP,L008,US,Individual,Invoice,2,IN,0,Verified
T0003927,C00234,B001,2025-10-02 23:19:00,Cash Deposit,Online,531.13,GBP,L006,NL,Own Account,Transfer,1,US,0,Verified
T0005803,C00225,B006,2025-10-03 01:07:00,Cash Deposit,Mobile,479.39,GBP,L007,IE,Own Account,Purchase,1,IE,0,Verified
T0004837,C00069,B005,2025-10-03 03:23:00,Card,Branch,297.02,GBP,L011,AE,Business,Salary,4,TR,0,Verified
T0000112,C00060,B011,2025-10-03 07:25:00,Cash Deposit,Branch,3295.55,GBP,L020,ZA,Own Account,Cash,3,SG,0,Review Required
T0003136,C00202,B012,2025-10-03 09:26:00,Card,Online,679.46,GBP,L013,NG,Individual,Invoice,5,NL,0,Verified
T0001280,C00206,B006,2025-10-03 09:41:00,Card,Online,996.58,GBP,L010,AU,Own Account,Payment,2,NG,0,Verified
T0004265,C00201,B010,2025-10-03 11:40:00,Card,ATM,1237.96,GBP,L011,AE,Own Account,Transfer,4,GB,0,Verified
T0003425,C00038,B003,2025-10-03 11:53:00,Transfer,ATM,2793.13,GBP,L009,CA,Own Account,Purchase,2,US,0,Verified
T0004452,C00148,B012,2025-10-03 12:28:00,Transfer,Online,1501.82,GBP,L012,TR,Individual,Salary,4,NL,0,Verified
T0004872,C00236,B004,2025-10-03 13:48:00,Card,Online,547.02,GBP,L013,NG,Individual,Invoice,5,HK,0,Verified
T0005863,C00239,B006,2025-10-03 14:23:00,Card,Mobile,2055.19,GBP,L017,CH,Individual,Transfer,2,NG,0,Verified
T0005070,C00261,B002,2025-10-03 15:07:00,Card,Mobile,1031.92,GBP,L001,GB,Own Account,Payment,1,ZA,0,Verified
T0004890,C00281,B010,2025-10-03 22:48:00,Card,ATM,3113.89,GBP,L007,IE,Business,Invoice,1,AU,0,Verified
T0000310,C00284,B007,2025-10-03 23:22:00,Transfer,Branch,2330.89,GBP,L004,ES,Own Account,Salary,1,NG,0,Verified
T0003356,C00130,B004,2025-10-03 23:51:00,Card,ATM,730.62,GBP,L009,CA,Own Account,Purchase,2,PL,0,Verified
T0003118,C00223,B003,2025-10-04 02:18:00,Card,ATM,509.17,GBP,L010,AU,Individual,Salary,2,PL,0,Verified
T0000459,C00297,B012,2025-10-04 02:58:00,Card,ATM,1727.0,GBP,L007,IE,Individual,Purchase,1,HK,0,Verified
